#! FIELDS time phi psi metad.bias metad.rct metad.maxbias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 0.000000 -2.85624 2.79199 0 0 0
 1.000000 -2.81032 2.83432 0 0.0270707 1.19833
 2.000000 -1.59867 0.0179894 0 0.0537942 1.19833
 3.000000 -2.57102 2.47074 0.553798 0.0855324 1.95143
 4.000000 -1.45514 0.520331 0.393865 0.116019 1.95143
 5.000000 -1.31981 0.699352 1.09138 0.15168 2.51045
 6.000000 -1.54739 1.14254 0.656357 0.186764 2.79187
 7.000000 -1.41809 1.21359 1.60718 0.228887 3.23611
 8.000000 -1.72425 0.808732 2.31202 0.283872 4.04885
 9.000000 -2.18565 2.45119 0.771639 0.316122 4.04885
 10.000000 -2.09204 2.87966 0.905655 0.351849 4.04885
 11.000000 -1.65483 0.978174 3.6283 0.417939 4.94446
 12.000000 -1.37106 2.93408 0.166283 0.444334 4.94446
 13.000000 -2.22467 2.70797 2.72845 0.493629 4.94446
 14.000000 -1.27979 0.963796 3.9175 0.568802 5.73615
 15.000000 -1.30554 2.01125 0.207982 0.599054 5.74448
 16.000000 -2.69073 3.0995 1.59643 0.641556 5.74448
 17.000000 -1.67309 1.72381 1.32084 0.688671 5.82826
 18.000000 -1.23541 1.53531 2.49608 0.752038 6.01735
 19.000000 -1.27997 0.980364 5.28129 0.854037 6.84931
 20.000000 -2.48844 2.96717 3.50115 0.91075 6.84931
 21.000000 -1.63408 2.08094 2.01837 0.959552 6.85774
 22.000000 -2.17506 2.04114 1.83497 1.01063 6.85774
 23.000000 -2.41797 2.26131 3.43425 1.07647 6.85774
 24.000000 -2.50764 2.75122 5.3755 1.16301 6.85774
 25.000000 -2.56745 2.84935 5.92228 1.26149 7.25534
 26.000000 -2.79492 2.92879 5.11234 1.35701 7.79158
 27.000000 -1.6623 2.83343 2.23134 1.41361 7.84704
 28.000000 -1.32007 0.164618 2.12234 1.45615 7.84704
 29.000000 -1.14927 1.69499 3.05139 1.51456 7.84704
 30.000000 -1.26919 0.865417 6.18901 1.61767 7.84704
 31.000000 -1.14827 0.806814 5.81868 1.72843 8.44268
 32.000000 -1.51573 2.08222 3.81157 1.78964 8.44737
 33.000000 -1.28373 -0.372388 0.818338 1.81058 8.44737
 34.000000 -2.66037 2.799 7.3246 1.92547 8.63856
 35.000000 -1.53579 2.10146 4.76932 1.99441 8.64182
 36.000000 -2.34785 1.881 2.54842 2.05324 8.6814
 37.000000 -1.31262 0.130062 3.67618 2.10702 8.6814
 38.000000 -1.94396 2.55058 5.43068 2.21761 8.88954
 39.000000 -2.19365 2.45525 7.51622 2.36411 9.40059
 40.000000 -1.51823 -0.361119 2.25934 2.38919 9.40059
 41.000000 -1.99723 2.93006 5.57736 2.51237 9.78367
 42.000000 -1.79313 0.827021 5.17162 2.60185 9.78367
 43.000000 -1.45361 2.24591 5.24583 2.67936 9.79523
 44.000000 -2.56035 2.63466 9.0645 2.84632 10.4918
 45.000000 -2.08077 2.50234 8.81731 3.03328 10.9608
 46.000000 -1.68889 0.468619 5.43058 3.11027 10.9608
 47.000000 -1.09395 1.93587 4.29988 3.16316 10.9608
 48.000000 -1.47806 2.68934 4.49434 3.2432 10.9943
 49.000000 -1.46934 1.65348 6.72698 3.33516 10.9943
