#! FIELDS time p.x p.y metad.bias metad.rct metad.maxbias
 0.000000 -1.56199 0.994102 0 0 0
 2.500000 -1.50479 0.782378 0 0.115931 0.999668
 5.000000 -1.86788 0.6647 0.148205 0.255413 1.23159
 7.500000 -1.83289 0.74823 1.17674 0.49003 2.06705
 10.000000 -2.14117 0.458855 0.557918 0.673886 2.31147
 12.500000 -1.51542 0.902649 1.36822 0.906986 2.50992
 15.000000 -2.03612 0.792888 1.9701 1.19501 3.0182
 17.500000 -1.63528 0.785273 2.5284 1.53991 3.37817
 20.000000 -1.20978 1.29835 0.564664 1.63709 3.39046
 22.500000 -1.90869 0.715199 3.27377 2.01486 4.01457
 25.000000 -2.33169 0.905343 0.902051 2.11479 4.05242
 27.500000 -2.14737 0.981221 3.01771 2.39575 4.37258
 30.000000 -2.01944 0.856202 4.29294 2.80049 4.96501
 32.500000 -1.43745 0.819687 2.79014 2.93104 4.97547
 35.000000 -1.65174 0.803748 4.11718 3.23875 5.14794
 37.500000 -2.09465 0.840854 4.63478 3.55062 5.60222
 40.000000 -1.72057 0.869873 4.93056 3.89025 5.85846
 42.500000 -1.70687 0.927093 5.47605 4.23962 6.18244
 45.000000 -1.89902 0.756137 6.16201 4.6232 6.67631
 47.500000 -1.97104 0.795215 6.50011 4.98225 7.11684
 50.000000 -2.23421 0.723128 4.167 5.15652 7.25812
 52.500000 -2.33799 0.858581 3.22659 5.26759 7.32742
 55.000000 -1.50764 0.720064 4.99286 5.40275 7.36574
 57.500000 -2.09155 0.97705 6.84624 5.68895 7.71824
 60.000000 -1.61767 0.649962 6.43539 5.89162 7.8095
 62.500000 -0.896911 1.00564 0.248941 5.88502 7.8095
 65.000000 -2.19316 0.885766 6.30281 6.09172 8.04807
 67.500000 -1.60838 0.683452 6.87102 6.27995 8.11157
 70.000000 -1.14364 0.611057 1.93346 6.28571 8.11157
 72.500000 -1.91019 0.661 8.0687 6.60041 8.50516
 75.000000 -1.09875 0.785596 2.50468 6.60071 8.50516
 77.500000 -1.39224 0.760529 5.27741 6.67734 8.51053
 80.000000 -1.55631 0.839537 7.4695 6.85497 8.56229
 82.500000 -0.855443 1.07147 1.68323 6.84948 8.56229
 85.000000 -1.1414 1.09323 3.9786 6.86361 8.56229
 87.500000 -1.21924 0.488664 4.99752 6.90065 8.56229
 90.000000 -1.20461 0.737569 5.49221 6.94158 8.56229
 92.500000 -1.77003 0.804592 8.47644 7.21242 8.87696
 95.000000 -1.28388 0.697285 6.45415 7.28249 8.88323
