#average std_dev
1000.000000000 3.33595 1.70979
2000.000000000 3.18612 1.24013
3000.000000000 3.26695 1.23599
4000.000000000 3.28914 1.07593
5000.000000000 3.22309 1.00651
6000.000000000 3.22015 0.972437
7000.000000000 3.24949 0.909335
8000.000000000 3.27302 0.904052
9000.000000000 3.2914 0.916504
10000.000000000 3.34928 0.922261
11000.000000000 3.38673 0.91232
12000.000000000 3.41206 0.895148
13000.000000000 3.42404 0.889395
14000.000000000 3.41978 0.880096
15000.000000000 3.41643 0.869045
16000.000000000 3.42859 0.845228
17000.000000000 3.43405 0.808453
18000.000000000 3.43041 0.777523
19000.000000000 3.4452 0.738154
20000.000000000 3.45598 0.704925
21000.000000000 3.46571 0.680301
22000.000000000 3.46682 0.660618
23000.000000000 3.4694 0.648111
24000.000000000 3.47214 0.635736
25000.000000000 3.47301 0.627307
26000.000000000 3.47127 0.613963
27000.000000000 3.47043 0.599776
28000.000000000 3.46987 0.593698
29000.000000000 3.45879 0.591401
30000.000000000 3.45233 0.584763
31000.000000000 3.44605 0.57881
32000.000000000 3.43756 0.571652
33000.000000000 3.43121 0.563586
34000.000000000 3.4245 0.551408
35000.000000000 3.42033 0.537806
36000.000000000 3.41583 0.529854
37000.000000000 3.4114 0.529476
38000.000000000 3.40884 0.527507
39000.000000000 3.40368 0.528332
40000.000000000 3.39305 0.528499
41000.000000000 3.38424 0.520737
42000.000000000 3.37946 0.511995
43000.000000000 3.37998 0.506461
44000.000000000 3.37835 0.500662
45000.000000000 3.37321 0.496048
46000.000000000 3.37184 0.492727
47000.000000000 3.3679 0.489889
48000.000000000 3.36496 0.487782
49000.000000000 3.36598 0.484601
50000.000000000 3.36955 0.476969
51000.000000000 3.37535 0.468363
52000.000000000 3.37987 0.45611
53000.000000000 3.38503 0.443979
54000.000000000 3.39079 0.439245
55000.000000000 3.39305 0.435628
56000.000000000 3.39396 0.433021
57000.000000000 3.39731 0.431962
58000.000000000 3.40183 0.434246
59000.000000000 3.40449 0.437296
60000.000000000 3.40685 0.439075
61000.000000000 3.40865 0.438951
62000.000000000 3.40716 0.438383
63000.000000000 3.40246 0.438974
64000.000000000 3.39805 0.439217
65000.000000000 3.39422 0.441999
66000.000000000 3.39234 0.446366
67000.000000000 3.39199 0.445243
68000.000000000 3.39192 0.439104
69000.000000000 3.3915 0.432348
70000.000000000 3.39372 0.424536
71000.000000000 3.39674 0.4158
72000.000000000 3.40244 0.41084
73000.000000000 3.40976 0.404636
74000.000000000 3.41181 0.400619
75000.000000000 3.41104 0.399398
76000.000000000 3.41045 0.397024
77000.000000000 3.40961 0.394449
78000.000000000 3.40892 0.393249
79000.000000000 3.41008 0.391869
80000.000000000 3.40988 0.388652
81000.000000000 3.40963 0.38441
82000.000000000 3.4108 0.383087
83000.000000000 3.41044 0.382128
84000.000000000 3.40975 0.379828
85000.000000000 3.40969 0.376962
86000.000000000 3.40768 0.375685
87000.000000000 3.40284 0.375837
88000.000000000 3.40038 0.374321
89000.000000000 3.39958 0.371774
90000.000000000 3.39788 0.370769
91000.000000000 3.40043 0.368491
92000.000000000 3.40248 0.365056
93000.000000000 3.40381 0.363172
94000.000000000 3.40455 0.360785
95000.000000000 3.40378 0.357238
96000.000000000 3.40378 0.353388
97000.000000000 3.40307 0.349992
98000.000000000 3.40088 0.348375
99000.000000000 3.39868 0.346102
100000.000000000 3.3962 0.342895
