#x  FES  der_FES_x
0.72972972973 1.23383499339 10.726395998
0.735735735736 1.29914664365 11.022706039
0.741741741742 1.36623987073 11.3196256111
0.747747747748 1.43511812246 11.617082637
0.753753753754 1.50578440691 11.9150026926
0.75975975976 1.57824127793 12.2133088778
0.765765765766 1.65249081986 12.5119216747
0.771771771772 1.72853463138 12.8107587909
0.777777777778 1.80637380834 13.109734985
0.783783783784 1.88600892549 13.4087618731
0.78978978979 1.96744001702 13.707747712
0.795795795796 2.05066655567 14.0065971554
0.801801801802 2.1356874303 14.3052109803
0.807807807808 2.2225009218 14.6034857765
0.813813813814 2.31110467687 14.9013135937
0.81981981982 2.40149567968 15.1985815403
0.825825825826 2.49367022089 15.4951713223
0.831831831832 2.58762386373 15.7909587153
0.837837837838 2.68335140666 16.0858129532
0.843843843844 2.78084684215 16.3795960229
0.84984984985 2.88010331084 16.6721618424
0.855855855856 2.98111305047 16.9633553046
0.861861861862 3.08386733852 17.2530111581
0.867867867868 3.18835642774 17.5409526941
0.873873873874 3.29456947299 17.8269902031
0.87987987988 3.4024944482 18.1109191528
0.885885885886 3.5121180514 18.3925180358
0.891891891892 3.62342559577 18.6715458177
0.897897897898 3.73640088404 18.9477389087
0.903903903904 3.85102606314 19.2208075611
0.90990990991 3.96728145535 19.4904315794
0.915915915916 4.0851453614 19.7562552041
0.921921921922 4.20459383017 20.017881006
0.927927927928 4.3256003885 20.274862595
0.933933933934 4.44813572321 20.5266959107
0.93993993994 4.57216730634 20.7728088217
0.945945945946 4.6976589523 21.0125487131
0.951951951952 4.82457029389 21.2451676898
0.957957957958 4.95285616178 21.4698049688
0.963963963964 5.08246584907 21.6854659796
0.96996996997 5.21334223962 21.8909976392
0.975975975976 5.34542077566 22.0850592314
0.981981981982 5.47862823639 22.2660883069
0.987987987988 5.61288129587 22.4322610462
0.993993993994 5.74808482553 22.5814466302
1.0 5.88412990404 22.7111553659
1.00600600601 6.0208914966 22.8184806822
1.01201201201 6.15822576809 22.9000357057
1.01801801802 6.29596700057 22.9518860393
1.02402402402 6.43392409889 22.9694817064
1.03003003003 6.57187669074 22.9475931041
1.03603603604 6.7095708629 22.8802583428
1.04204204204 6.84671462879 22.7607525965
1.04804804805 6.9829732965 22.5815940064
1.05405405405 7.11796500724 22.3346050064
1.06006006006 7.25125684012 22.0110520764
1.06606606607 7.38236202918 21.601889778
1.07207207207 7.51073899961 21.098134761
1.07807807808 7.63579307736 20.4913899273
1.08408408408 7.75688182156 19.7745254691
1.09009009009 7.87332491483 18.9424999227
1.0960960961 7.98441935817 17.99327039
1.1021021021 8.08946029489 16.9286999535
1.10810810811 8.18776710536 15.7553303312
1.11411411411 8.27871351208 14.4848622491
1.12012012012 8.36175944469 13.1341902249
1.12612612613 8.43648156283 11.7248839452
1.13213213213 8.50259889148 10.2820953355
1.13813813814 8.55999021551 8.83298261582
1.14414414414 8.60870078476 7.40484968794
1.15015015015 8.64893735891 6.02326675515
1.15615615616 8.68105233738 4.71044257379
1.16216216216 8.70551925169 3.48405857669
1.16816816817 8.72290289085 2.35667140235
1.17417417417 8.73382761688 1.33567689739
1.18018018018 8.73894705778 0.423737130924
1.18618618619 8.73891755239 -0.380479307995
1.19219219219 8.73437673577 -1.08140263097
1.1981981982 8.72592773099 -1.68564918255
1.2042042042 8.71412869754 -2.20118825798
1.21021021021 8.6994870312 -2.63664431844
1.21621621622 8.68245729431 -3.00075531014
1.22222222222 8.66344192237 -3.30198281246
1.22822822823 8.64279383711 -3.54825504894
1.23423423423 8.6208202401 -3.74681740322
1.24024024024 8.59778702145 -3.90416437021
1.24624624625 8.57392337078 -4.02602944609
1.25225225225 8.54942630739 -4.11741351351
1.25825825826 8.5244649502 -4.18263663321
1.26426426426 8.49918442591 -4.22540215087
1.27027027027 8.47370936881 -4.24886537579
1.27627627628 8.44814700397 -4.25570171676
1.28228228228 8.42258982867 -4.24817112413
1.28828828829 8.3971179214 -4.22817709169
1.29429429429 8.37180091465 -4.1973194344
1.3003003003 8.34669966994 -4.1569406892
1.30630630631 8.32186769316 -4.10816637538
1.31231231231 8.29735232609 -4.05193957312
1.31831831832 8.27319574634 -3.98905038623
1.32432432432 8.24943580493 -3.92016088922
1.33033033033 8.22610672665 -3.84582614688
1.33633633634 8.20323969506 -3.76651185638
1.34234234234 8.18086334099 -3.68260911019
1.34834834835 8.15900415019 -3.59444672148
1.35435435435 8.13768680379 -3.50230149704
1.36036036036 8.11693446254 -3.40640678926
1.36636636637 8.09676900452 -3.30695961009
1.37237237237 8.07721122398 -3.20412654647
1.37837837838 8.05828099796 -3.09804867883
1.38438438438 8.03999742604 -2.98884567155
1.39039039039 8.02237894785 -2.87661917649
1.3963963964 8.00544344194 -2.76145566694
1.4024024024 7.98920830921 -2.64342879938
1.40840840841 7.97369054344 -2.52260138409
1.41441441441 7.95890679108 -2.39902703138
1.42042042042 7.94487340193 -2.27275152877
1.42642642643 7.93160647241 -2.1438139951
1.43243243243 7.91912188247 -2.01224784923
1.43843843844 7.90743532708 -1.87808162458
1.44444444444 7.89656234343 -1.74133965559
1.45045045045 7.88651833422 -1.6020426572
1.45645645646 7.87731858779 -1.46020821522
1.46246246246 7.8689782956 -1.31585120215
1.46846846847 7.86151256734 -1.16898413072
1.47447447447 7.85493644418 -1.01961745497
1.48048048048 7.84926491023 -0.867759827568
1.48648648649 7.84451290271 -0.713418320012
1.49249249249 7.8406953208 -0.556598611734
1.4984984985 7.8378270335 -0.397305152809
1.5045045045 7.83592288653 -0.235541304376
1.51051051051 7.83499770852 -0.0713094600991
1.51651651652 7.83506631644 0.0953888484544
1.52252252252 7.83614352051 0.264552860184
1.52852852853 7.83824412857 0.436182504545
1.53453453453 7.84138295 0.610278331685
1.54054054054 7.84557479922 0.786841451202
1.54654654655 7.85083449896 0.965873478318
1.55255255255 7.85717688305 1.14737648645
1.55855855856 7.8646167991 1.33135296533
1.56456456456 7.87316911086 1.51780578386
1.57057057057 7.8828487004 1.70673815718
1.57657657658 7.8936704701 1.89815361738
1.58258258258 7.90564934446 2.09205598726
1.58858858859 7.91880027175 2.288449357
1.59459459459 7.93313822562 2.48733806312
1.6006006006 7.94867820645 2.68872666968
1.60660660661 7.96543524267 2.89261995127
1.61261261261 7.98342439205 3.09902287769
1.61861861862 8.00266074271 3.3079406001
1.62462462462 8.02315941427 3.51937843844
1.63063063063 8.04493555878 3.73334187003
1.63663663664 8.06800436166 3.94983651918
1.64264264264 8.0923810425 4.16886814769
1.64864864865 8.11808085592 4.39044264623
1.65465465465 8.1451190923 4.61456602639
1.66066066066 8.17351107846 4.84124441339
1.66666666667 8.20327217835 5.07048403947
1.67267267267 8.23441779365 5.30229123763
1.67867867868 8.26696336439 5.53667243608
1.68468468468 8.30092436946 5.7736341529
1.69069069069 8.33631632718 6.01318299127
1.6966966967 8.37315479578 6.25532563492
1.7027027027 8.41145537385 6.50006884402
1.70870870871 8.45123370082 6.74741945127
1.71471471471 8.49250545735 6.99738435833
1.72072072072 8.53528636578 7.24997053241
1.72672672673 8.57959219047 7.5051850032
1.73273273273 8.62543873819 7.76303485989
1.73873873874 8.67284185846 8.02352724846
1.74474474474 8.72181744388 8.2866693691
1.75075075075 8.77238143046 8.5524684738
1.75675675676 8.82454979792 8.8209318641
1.76276276276 8.87833856997 9.09206688895
1.76876876877 8.9337638146 9.3658809427
1.77477477477 8.99084164435 9.64238146325
1.78078078078 9.04958821656 9.92157593025
1.78678678679 9.11001973361 10.2034718634
1.79279279279 9.17215244315 10.4880768209
1.7987987988 9.23600263836 10.7753983978
1.8048048048 9.30158665814 11.065444225
1.81081081081 9.36892088731 11.3582219673
1.81681681682 9.43802175685 11.6537393226
1.82282282282 9.50890574404 11.9520040204
1.82882882883 9.58158937271 12.2530238209
1.83483483483 9.65608921336 12.5568065137
1.84084084084 9.73242188338 12.8633599166
1.84684684685 9.81060404719 13.1726918753
1.85285285285 9.89065241642 13.4848102614
1.85885885886 9.97258375003 13.7997229726
1.86486486486 10.0564148545 14.117437931
1.87087087087 10.142162584 14.4379630825
1.87687687688 10.2298438405 14.7613063964
1.88288288288 10.3194755738 15.0874758641
1.88888888889 10.4110747818 15.4164794987
1.89489489489 10.5046585107 15.7483253342
1.9009009009 10.6002438549 16.0830214249
1.90690690691 10.6978479573 16.4205758447
1.91291291291 10.7974880092 16.7609966865
1.91891891892 10.8991812508 17.1042920618
1.92492492492 11.0029449709 17.4504700998
1.93093093093 11.1087965072 17.799538947
1.93693693694 11.2167532465 18.151506767
1.94294294294 11.3268326246 18.5063817394
1.94894894895 11.4390521263 18.8641720598
1.95495495495 11.5534292859 19.2248859393
1.96096096096 11.6699816871 19.5885316038
1.96696696697 11.7887269629 19.9551172938
1.97297297297 11.9096827957 20.3246512637
1.97897897898 12.032866918 20.697141782
1.98498498498 12.1582971114 21.0725971302
1.99099099099 12.2859912078 21.4510256029
1.996996997 12.4159670887 21.8324355072
2.003003003 12.5482426854 22.2168351628
2.00900900901 12.6828359795 22.6042329008
2.01501501502 12.8197650025 22.9946370644
2.02102102102 12.9590478361 23.3880560078
2.02702702703 13.1007026122 23.7844980963
2.03303303303 13.244747513 24.1839717061
2.03903903904 13.3912007709 24.5864852235
2.04504504505 13.5400806688 24.9920470452
2.05105105105 13.6914055402 25.4006655777
2.05705705706 13.8451937688 25.8123492373
2.06306306306 14.0014637893 26.2271064495
2.06906906907 14.1602340865 26.6449456491
2.07507507508 14.3215231965 27.0658752799
2.08108108108 14.4853497055 27.4899037943
2.08708708709 14.651732251 27.9170396532
2.09309309309 14.8206895212 28.3472913259
2.0990990991 14.992240255 28.7806672897
2.10510510511 15.1664032424 29.2171760298
2.11111111111 15.3431973244 29.6568260392
2.11711711712 15.522641393 30.0996258184
2.12312312312 15.7047543913 30.545583875
2.12912912913 15.8895553134 30.994708724
2.13513513514 16.0770632048 31.4470088875
2.14114114114 16.2672971619 31.9024928942
2.14714714715 16.4602763326 32.3611692795
2.15315315315 16.656019916 32.8230465854
2.15915915916 16.8545471625 33.2881333602
2.16516516517 17.0558773738 33.7564381585
2.17117117117 17.2600299031 34.227969541
2.17717717718 17.4670241551 34.7027360741
2.18318318318 17.6768795857 35.1807463304
2.18918918919 17.8896157026 35.6620088877
2.1951951952 18.1052520648 36.1465323297
2.2012012012 18.3238082831 36.6343252455
2.20720720721 18.5453040197 37.1253962293
2.21321321321 18.7697589886 37.6197538807
2.21921921922 18.9971929552 38.1174068041
2.22522522523 19.227625737 38.6183636092
2.23123123123 19.4610772028 39.1226329104
2.23723723724 19.6975672734 39.6302233267
2.24324324324 19.9371159214 40.1411434819
2.24924924925 20.1797431711 40.6554020044
2.25525525526 20.4254690987 41.173007527
2.26126126126 20.6743138321 41.6939686866
2.26726726727 20.9262975514 42.2182941248
2.27327327327 21.1814404883 42.745992487
2.27927927928 21.4397629266 43.2770724229
2.28528528529 21.7012852021 43.8115425862
2.29129129129 21.9660277024 44.3494116342
2.2972972973 22.2340108673 44.8906882285
2.3033033033 22.5052551886 45.4353810341
2.30930930931 22.7797812101 45.9834987199
2.31531531532 23.0576095276 46.5350499582
2.32132132132 23.3387607892 47.090043425
2.32732732733 23.6232556949 47.6484877996
2.33333333333 23.911114997 48.2103917648
2.33933933934 24.2023594998 48.7757640068
2.34534534535 24.4970100601 49.3446132147
2.35135135135 24.7950875865 49.9169480812
2.35735735736 25.0966130401 50.4927773019
2.36336336336 25.401607434 51.0721095755
2.36936936937 25.7100918338 51.6549536037
2.37537537538 26.0220873571 52.2413180911
2.38138138138 26.3376151742 52.8312117453
2.38738738739 26.6566965072 53.4246432765
2.39339339339 26.979352631 54.021621398
2.3993993994 27.3056048724 54.6221548256
2.40540540541 27.6354746109 55.2262522778
2.41141141141 27.9689832781 55.8339224756
2.41741741742 28.3061523583 56.4451741429
2.42342342342 28.6470033879 57.0600160057
2.42942942943 28.991557956 57.6784567927
2.43543543544 29.3398377038 58.3005052351
2.44144144144 29.6918643252 58.9261700662
2.44744744745 30.0476595664 59.555460022
2.45345345345 30.4072452263 60.1883838403
2.45945945946 30.7706431561 60.8249502617
2.46546546547 31.1378752595 61.4651680286
2.47147147147 31.5089634928 62.1090458856
2.47747747748 31.8839298647 62.7565925796
2.48348348348 32.2627964367 63.4078168595
2.48948948949 32.6455853225 64.0627274762
2.4954954955 33.0323186887 64.7213331826
2.5015015015 33.4230187541 65.3836427336
2.50750750751 33.8177077906 66.0496648861
2.51351351351 34.2164081221 66.7194083989
2.51951951952 34.6191421257 67.3928820324
2.52552552553 35.0259322306 68.0700945492
2.53153153153 35.4368009191 68.7510547135
2.53753753754 35.8517707257 69.4357712913
2.54354354354 36.2708642379 70.1242530503
2.54954954955 36.6941040957 70.81650876
2.55555555556 37.1215129917 71.5125471914
2.56156156156 37.5531136715 72.2123771173
2.56756756757 37.9889289331 72.9160073122
2.57357357357 38.4289816272 73.6234465519
2.57957957958 38.8732946574 74.334703614
2.58558558559 39.32189098 75.0497872775
2.59159159159 39.7747936037 75.768706323
2.5975975976 40.2320255904 76.4914695325
2.6036036036 40.6936100546 77.2180856896
2.60960960961 41.1595701633 77.948563579
2.61561561562 41.6299291366 78.6829119873
2.62162162162 42.1047102472 79.421139702
2.62762762763 42.5839368207 80.1632555123
2.63363363363 43.0676322354 80.9092682085
2.63963963964 43.5558199223 81.6591865824
2.64564564565 44.0485233655 82.4130194269
2.65165165165 44.5457661016 83.1707755363
2.65765765766 45.0475717203 83.9324637062
2.66366366366 45.5539638638 84.6980927333
2.66966966967 46.0649662276 85.4676714156
2.67567567568 46.5806025595 86.2412085521
2.68168168168 47.1008966606 87.0187129432
2.68768768769 47.6258723847 87.8001933903
2.69369369369 48.1555536383 88.585658696
2.6996996997 48.689964381 89.375117664
2.70570570571 49.2291286252 90.1685790992
2.71171171171 49.7730704363 90.9660518072
2.71771771772 50.3218139322 91.7675445951
2.72372372372 50.8753832843 92.5730662708
2.72972972973 51.4338027163 93.3826256432
2.73573573574 51.9970965052 94.1962315225
2.74174174174 52.5652889808 95.0138927194
2.74774774775 53.1384045258 95.835618046
2.75375375375 53.716467576 96.6614163151
2.75975975976 54.2995026197 97.4912963407
2.76576576577 54.8875341987 98.3252669374
2.77177177177 55.4805869073 99.163336921
2.77777777778 56.0786853929 100.005515108
2.78378378378 56.681854356 100.851810316
2.78978978979 57.2901185499 101.702231363
2.7957957958 57.9035027808 102.556787069
2.8018018018 58.5220319081 103.415486254
2.80780780781 59.1457308439 104.278337737
2.81381381381 59.7746245535 105.145350342
2.81981981982 60.4087380552 106.016532891
2.82582582583 61.0480964201 106.891894206
2.83183183183 61.6927247724 107.771443112
2.83783783784 62.3426482893 108.655188434
2.84384384384 62.997892201 109.543138998
2.84984984985 63.6584817908 110.43530363
2.85585585586 64.3244423948 111.331691156
2.86186186186 64.9957994023 112.232310405
2.86786786787 65.6725782555 113.137170205
2.87387387387 66.3548044498 114.046279386
2.87987987988 67.0425035334 114.959646777
2.88588588589 67.7357011078 115.877281209
2.89189189189 68.4344228272 116.799191513
2.8978978979 69.1386943992 117.725386522
2.9039039039 69.8485415842 118.655875067
2.90990990991 70.5639901958 119.590665982
2.91591591592 71.2850661005 120.529768101
2.92192192192 72.0117952181 121.473190258
2.92792792793 72.7442035211 122.420941289
2.93393393393 73.4823170353 123.373030029
2.93993993994 74.2261618397 124.329465314
2.94594594595 74.9757640661 125.290255982
2.95195195195 75.7311498996 126.255410869
2.95795795796 76.4923455781 127.224938814
2.96396396396 77.2593773928 128.198848656
2.96996996997 78.0322716881 129.177149233
2.97597597598 78.8110548611 130.159849385
2.98198198198 79.5957533624 131.146957952
2.98798798799 80.3863936954 132.138483776
2.99399399399 81.1830024167 133.134435697
3.0 81.9856061362 133.633519288
