#! FIELDS time phi psi opes.bias opes.work opes.rct opes.zed opes.neff opes.nker
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 0.000000 -2.85624 2.79199 -50 0 nan 1 1 0
 1.000000 -2.81033 2.83426 -50 nan -50 1 1 1
 2.000000 -1.54507 0.484209 -50 nan -50 0.5 1 2
 3.000000 -2.25916 -0.0332838 -38.7979 1367.07 -41.4829 0.333333 1 3
 4.000000 -2.2508 1.3672 -50 6585.32 -42.1732 0.25 1 4
 5.000000 -1.35466 2.44582 -50 999.279 -42.7029 0.2 1 5
 6.000000 -1.30297 -2.982 -43.0994 1445.46 -42.7648 0.166667 1 6
 7.000000 -2.18754 2.22951 -41.2671 1073.37 -42.4876 0.142857 1 7
 8.000000 -2.19081 -2.92392 -38.2841 1133.95 -41.3957 0.125 1 8
 9.000000 -3.07626 1.99991 -41.583 1193.45 -41.4158 0.111111 1 9
 10.000000 -1.24023 1.3892 -49.579 2114.24 -41.6682 0.1 1 10
 11.000000 -0.921388 0.57583 -27.3216 3281.46 -33.2247 0.090923 1.00004 11
 12.000000 -0.871331 1.94853 -36.3307 1280.71 -33.3773 0.083346 1.00004 12
 13.000000 -2.80328 -0.834577 -49.3107 533.457 -33.5766 0.0769347 1.00004 13
 14.000000 -2.57593 -3.10658 -13.2757 1324.85 -19.849 0.0788291 1.0098 13
 15.000000 -1.25186 1.55648 -27.4738 1734.18 -20.0127 0.0788239 1.00983 13
 16.000000 -1.38669 -0.566999 -50 620.353 -20.1737 0.0731936 1.00983 14
 17.000000 -1.55591 2.88092 -32.8167 618.566 -20.3239 0.0683137 1.00984 15
 18.000000 -2.00884 2.67239 -21.726 1007.94 -20.3842 0.0640217 1.01017 16
 19.000000 -2.71741 2.28201 -28.9569 822.382 -20.5146 0.0602549 1.01019 17
 20.000000 -2.59874 -1.52213 -49.1958 205.141 -20.6426 0.0569074 1.01019 18
 21.000000 -2.31561 -2.11422 -46.8937 1768.82 -20.7643 0.0539122 1.01019 19
 22.000000 3.12344 -2.13317 -49.945 677.191 -20.8803 0.0512166 1.01019 20
 23.000000 -1.74069 -2.58293 -37.5601 347.067 -20.991 0.0487777 1.01019 21
 24.000000 -1.8203 1.98563 -25.3467 357.937 -21.0783 0.0487606 1.01026 21
 25.000000 -1.48441 2.58868 -13.6707 998.464 -19.6975 0.0508398 1.01864 20
 26.000000 -1.59021 0.988099 -29.3639 631.852 -19.7932 0.0484186 1.01866 21
 27.000000 -0.0588938 -0.816054 -50 478.125 -19.8874 0.0462177 1.01866 22
 28.000000 -0.754646 -0.605722 -46.8897 398.563 -19.9781 0.0442082 1.01866 23
 29.000000 -1.63339 -0.435916 -31.3919 521.456 -20.0647 0.0442081 1.01866 23
 30.000000 -2.02877 -1.42982 -43.2958 1231.83 -20.1492 0.0423661 1.01866 24
 31.000000 -0.994581 -0.593205 -27.242 1927.83 -20.2262 0.0423652 1.0187 24
 32.000000 -2.34561 2.24513 -14.3871 336.693 -19.5843 0.0422966 1.02501 24
 33.000000 1.01907 -1.49881 -50 563.875 -19.6611 0.0406048 1.02501 25
 34.000000 0.850036 0.257655 -50 934.916 -19.7355 0.039043 1.02501 26
 35.000000 0.744628 -1.9528 -41.9479 771.617 -19.8078 0.037597 1.02501 27
 36.000000 0.927031 -0.418458 -48.9128 183.806 -19.8781 0.0362542 1.02501 28
 37.000000 1.10771 -0.974527 -41.0943 1545.17 -19.9464 0.0350041 1.02501 29
 38.000000 1.46039 0.186957 -46.1476 1581.44 -20.0129 0.0338373 1.02501 30
 39.000000 0.702362 0.878381 -47.2363 191.22 -20.0777 0.0327458 1.02501 31
 40.000000 0.906434 -0.977087 -21.4831 123.261 -20.1047 0.0327439 1.02538 31
 41.000000 1.22001 -2.44346 -43.5894 1283.97 -20.1663 0.0317206 1.02538 32
 42.000000 1.09469 -1.83066 -26.9393 214.254 -20.2224 0.0327427 1.02542 31
 43.000000 0.543044 -1.35522 -15.6632 327.218 -19.9366 0.0317072 1.02921 32
 44.000000 1.04857 0.435561 -31.0114 350.976 -19.9933 0.0317072 1.02922 32
 45.000000 1.78876 -0.899411 -41.4705 1461.04 -20.0493 0.0307464 1.02922 33
 46.000000 0.0963904 -0.120806 -49.5039 143.17 -20.1041 0.0298421 1.02922 34
 47.000000 1.12036 -0.334063 -24.6543 618.24 -20.149 0.0298413 1.02933 34
 48.000000 1.6675 -1.4204 -31.0258 1313.81 -20.2009 0.0289886 1.02933 35
 49.000000 0.540805 0.0656441 -28.3979 259.684 -20.2504 0.0281834 1.02936 36
 50.000000 -0.0282824 1.05393 -49.553 236.94 -20.3008 0.0274217 1.02936 37
 51.000000 -2.17703 0.991863 -26.0892 394.037 -20.3453 0.0274215 1.02942 37
 52.000000 -1.35254 -1.42599 -43.8335 1550.23 -20.3937 0.0266998 1.02942 38
 53.000000 -0.370647 2.70739 -49.8717 492.319 -20.4412 0.0260152 1.02942 39
 54.000000 -1.56478 0.566903 -17.6206 376.429 -20.3461 0.0266936 1.03115 38
 55.000000 -1.46108 1.14018 -13.7847 379.619 -19.8212 0.0260457 1.03923 39
 56.000000 -1.59521 -0.153864 -15.2155 1643.9 -19.5942 0.0260422 1.04381 39
 57.000000 -1.58814 1.76686 -10.64 172.307 -18.3939 0.0267873 1.07249 38
 58.000000 -0.593356 2.33786 -28.4703 537.707 -18.4365 0.0267874 1.07251 38
 59.000000 -1.17098 2.14939 -9.05423 798.803 -17.0953 0.0270736 1.12734 38
 60.000000 -3.12609 0.15728 -49.973 234.332 -17.1373 0.0263794 1.12734 39
 61.000000 -2.43148 -0.72897 -37.3852 480.546 -17.1785 0.0263794 1.12734 39
 62.000000 3.08002 -1.58898 -44.7043 -727.02 -17.219 0.0257199 1.12734 40
 63.000000 -2.95337 -0.766075 -32.4585 228.02 -17.2589 0.0250926 1.12734 41
 64.000000 -2.90318 -2.24695 -34.1777 496.027 -17.2981 0.0244953 1.12734 42
 65.000000 -2.3371 -2.65633 -10.3805 371.993 -16.7798 0.0240502 1.16038 43
 66.000000 -2.70597 2.74768 -7.86968 206.971 -15.7286 0.0244722 1.25173 43
 67.000000 -2.09374 2.64863 -6.47368 1296.38 -14.564 0.0251387 1.41613 43
 68.000000 -0.177495 1.58913 -46.9661 292.621 -14.6009 0.0245674 1.41613 44
 69.000000 0.701894 0.418754 -19.9527 283.743 -14.6331 0.0251408 1.41693 43
 70.000000 0.887417 -2.88515 -42.5737 84.5465 -14.669 0.0245695 1.41693 44
 71.000000 1.20164 3.00739 -40.1261 1454.54 -14.7043 0.0240235 1.41693 45
 72.000000 0.791196 -2.30563 -28.0089 157.331 -14.7391 0.0235013 1.41696 46
 73.000000 0.642534 -0.469004 -21.4707 201.132 -14.7711 0.0230022 1.41739 47
 74.000000 1.12348 -0.921472 -9.70529 363.492 -14.5574 0.0231125 1.46563 47
 75.000000 1.00947 -0.358137 -10.3576 721.054 -14.4156 0.0237028 1.50341 46
 76.000000 -1.08808 1.22244 -8.06641 -1199.46 -14.0571 0.023952 1.59868 46
 77.000000 -1.05639 0.526463 -13.8003 31.5209 -14.0536 0.0239744 1.60862 46
 78.000000 0.0563429 -0.578156 -37.042 474.209 -14.0857 0.0239744 1.60862 46
 79.000000 1.05926 -1.74615 -13.3485 180.993 -14.0749 0.0240009 1.62056 46
 80.000000 -1.03833 -0.0320525 -17.4006 503.056 -14.098 0.0234955 1.62293 47
 81.000000 -2.57526 -1.04818 -27.342 486.892 -14.1288 0.0234956 1.62297 47
 82.000000 -2.79654 1.46881 -40.3724 401.27 -14.1594 0.0230061 1.62297 48
 83.000000 -1.57751 0.982016 -6.28165 177.306 -13.5604 0.0235748 1.82193 48
 84.000000 -1.39332 0.127444 -8.68218 -1248.4 -13.3864 0.0242608 1.90348 47
 85.000000 -1.3593 1.62231 -2.52736 430.822 -11.7816 0.0268299 2.67889 47
 86.000000 -2.08397 0.449021 -25.093 141.41 -11.8106 0.0262711 2.67902 48
 87.000000 -1.93362 -0.601424 -36.4038 283.934 -11.8394 0.0257349 2.67902 49
 88.000000 -2.88173 0.479063 -44.2692 140.03 -11.8679 0.0257349 2.67902 49
 89.000000 -2.52075 -0.0028767 -29.5131 641.587 -11.8961 0.0257349 2.67904 49
 90.000000 -1.91897 -1.13059 -34.9146 137.42 -11.924 0.0257349 2.67904 49
 91.000000 2.96208 0.991442 -49.4905 116.399 -11.9515 0.0252203 2.67904 50
 92.000000 -1.48917 -2.40818 -29.5871 225.277 -11.9788 0.0252202 2.67906 50
 93.000000 2.75052 -2.97514 -48.5839 129.893 -12.0057 0.0247257 2.67906 51
