#! FIELDS time phi psi metad.bias metad.rct metad.maxbias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 0.000000 -1.88618 2.91538 0 0 0
 1.000000 -1.15852 1.46684 0 0.0270708 1.19399
 2.000000 -2.3269 2.56357 0 0.0538289 1.19921
 3.000000 -1.62681 2.33621 0.15392 0.0839175 1.39007
 4.000000 -1.39272 1.1632 0.661927 0.116147 2.04374
 5.000000 -1.34501 1.16888 1.8816 0.157038 3.07493
 6.000000 -1.52045 1.50427 2.05948 0.206355 3.84432
 7.000000 -1.84206 0.227703 0.0251882 0.232978 3.84822
 8.000000 -2.34472 2.57779 1.31203 0.267256 3.84822
 9.000000 -2.84985 2.76631 0.677853 0.300442 3.84822
 10.000000 -2.07963 2.93884 1.23412 0.341321 3.84822
 11.000000 -1.64146 2.53895 1.62048 0.385555 3.84822
 12.000000 -1.57927 0.392652 0.98648 0.419655 3.87764
 13.000000 -1.47444 2.53523 2.18384 0.467455 3.88016
 14.000000 -2.88253 2.70132 1.8461 0.509921 3.88642
 15.000000 -1.78892 1.14415 1.87838 0.559052 4.40275
 16.000000 -1.68036 1.42782 3.3387 0.623232 5.16889
 17.000000 -1.44799 0.858035 3.16184 0.69195 5.6798
 18.000000 -1.49557 0.615957 3.13093 0.758242 5.91247
 19.000000 -1.56934 0.464727 3.72126 0.826296 6.02778
 20.000000 -1.39825 1.68287 3.54293 0.904666 6.43088
 21.000000 -1.45483 2.11773 2.96778 0.96876 6.48184
 22.000000 -2.11666 2.86636 3.23711 1.02573 6.48184
 23.000000 -2.09643 2.6879 4.72184 1.10135 6.48184
 24.000000 -2.43703 2.45218 4.15523 1.1773 6.48184
 25.000000 -2.0896 2.1087 2.78547 1.25903 6.63892
 26.000000 -2.08488 1.92941 2.77109 1.33911 6.79548
 27.000000 -2.52739 -2.89317 0.858864 1.37664 6.84528
 28.000000 -1.98968 1.85787 3.87761 1.46855 6.94807
 29.000000 -2.74142 2.1963 2.36509 1.53248 7.12854
 30.000000 -1.5989 2.52785 5.15769 1.63264 7.36244
 31.000000 -1.30708 1.04768 5.59317 1.72409 7.36244
 32.000000 -1.46369 0.9099 6.5583 1.83093 7.96015
 33.000000 -1.76043 2.14755 6.31283 1.9583 7.96904
 34.000000 -2.37218 1.95462 3.95238 2.05108 7.96904
 35.000000 -1.15891 2.44463 2.84438 2.11436 8.02588
 36.000000 -2.7932 2.09662 3.04225 2.17619 8.06229
 37.000000 -1.12235 0.365784 2.2106 2.22107 8.06229
 38.000000 -2.56937 2.29529 6.38017 2.3356 8.4308
 39.000000 -2.27622 1.93067 6.0413 2.46462 8.79147
 40.000000 -1.00442 2.35725 2.56729 2.51304 8.79461
 41.000000 -1.19589 0.229425 3.00694 2.55355 8.79461
 42.000000 -1.08064 1.49507 4.50501 2.63376 8.79461
 43.000000 -1.37405 1.45217 7.79057 2.75754 9.10844
 44.000000 -2.92305 -3.08615 1.77256 2.78602 9.10844
 45.000000 -1.60542 0.949705 7.64342 2.9098 9.66615
 46.000000 -1.35233 0.761491 7.89864 3.03481 10.0843
 47.000000 -1.77037 1.15846 7.26108 3.18671 10.6465
 48.000000 -1.50956 1.02285 10.4579 3.37665 11.3525
 49.000000 -1.41283 0.671143 9.1741 3.53868 11.7449
 50.000000 -1.14664 0.916395 8.17933 3.72994 12.2723
 51.000000 -1.31746 -0.0496567 2.51891 3.76549 12.2784
