# time deltaF #ts=1.99
0 0
2.000000000000000000e+03 2.037628964887619532e+01
4.000000000000000000e+03 1.992890445713591774e+01
6.000000000000000000e+03 2.774832891213913655e+01
8.000000000000000000e+03 2.407003365560985486e+01
1.000000000000000000e+04 2.212016544488282932e+01
1.200000000000000000e+04 2.042557312076158738e+01
1.400000000000000000e+04 2.178677670987402237e+01
1.600000000000000000e+04 2.150480685956964422e+01
1.800000000000000000e+04 1.712033675982217673e+01
2.000000000000000000e+04 1.755461518690932365e+01
2.200000000000000000e+04 2.003078476928993723e+01
2.400000000000000000e+04 2.213830957063261096e+01
2.600000000000000000e+04 2.330661585402109282e+01
2.800000000000000000e+04 2.249037249904589331e+01
3.000000000000000000e+04 2.197470161632368502e+01
3.200000000000000000e+04 1.935513264395688893e+01
3.400000000000000000e+04 1.927087874559063252e+01
3.600000000000000000e+04 2.073032180906009714e+01
3.800000000000000000e+04 2.194861472675516367e+01
4.000000000000000000e+04 2.317992867040647198e+01
4.200000000000000000e+04 2.433101023494259962e+01
4.400000000000000000e+04 2.495107725519590858e+01
4.600000000000000000e+04 2.347477122430405316e+01
4.800000000000000000e+04 2.050653570786547775e+01
5.000000000000000000e+04 1.980029340347049782e+01
5.200000000000000000e+04 2.079484685451734549e+01
5.400000000000000000e+04 2.172064856886117568e+01
5.600000000000000000e+04 2.258831850444886058e+01
5.800000000000000000e+04 2.335301586828884624e+01
6.000000000000000000e+04 2.210706817919178491e+01
6.200000000000000000e+04 2.175342698478555192e+01
6.400000000000000000e+04 2.150959599353394580e+01
6.600000000000000000e+04 2.160911105265746812e+01
6.800000000000000000e+04 2.235597105242001348e+01
7.000000000000000000e+04 2.302622513760940848e+01
7.200000000000000000e+04 2.372210298042021392e+01
7.400000000000000000e+04 2.386629940541681094e+01
7.600000000000000000e+04 2.296106275947206043e+01
7.800000000000000000e+04 2.246867188323723852e+01
8.000000000000000000e+04 2.128942090324130376e+01
8.200000000000000000e+04 2.010154659382152076e+01
8.400000000000000000e+04 1.869124281319303194e+01
8.600000000000000000e+04 1.789900455399729395e+01
8.800000000000000000e+04 1.713386144130848621e+01
9.000000000000000000e+04 1.701337446467965364e+01
9.200000000000000000e+04 1.698272811046549435e+01
9.400000000000000000e+04 1.752784856886229292e+01
9.600000000000000000e+04 1.809296695515165254e+01
9.800000000000000000e+04 1.864695775549226653e+01
1.000000000000000000e+05 1.916704596446765407e+01
1.020000000000000000e+05 1.967285633791614430e+01
1.040000000000000000e+05 2.016021751420069563e+01
1.060000000000000000e+05 2.062956378065572594e+01
1.080000000000000000e+05 2.109550952914169031e+01
1.100000000000000000e+05 2.153710367409405535e+01
1.120000000000000000e+05 2.197634370044351471e+01
1.140000000000000000e+05 2.218548111798777001e+01
1.160000000000000000e+05 2.141001008794692950e+01
1.180000000000000000e+05 2.067699435153002696e+01
1.200000000000000000e+05 2.002699941412184970e+01
1.220000000000000000e+05 2.002667648376910137e+01
1.240000000000000000e+05 2.044810465546719058e+01
1.260000000000000000e+05 2.084269691438824523e+01
1.280000000000000000e+05 2.121917426263273043e+01
1.300000000000000000e+05 2.111295000748804895e+01
1.320000000000000000e+05 2.101122418756357035e+01
1.340000000000000000e+05 2.088242008242396253e+01
1.360000000000000000e+05 2.077442028181890876e+01
1.380000000000000000e+05 2.079192834082727614e+01
1.400000000000000000e+05 2.113281951405473436e+01
1.420000000000000000e+05 2.147107445363491607e+01
1.440000000000000000e+05 2.181747061433664214e+01
1.460000000000000000e+05 2.215426704005671255e+01
1.480000000000000000e+05 2.233131293960439123e+01
1.500000000000000000e+05 2.216950120716863992e+01
1.520000000000000000e+05 2.201779462344817162e+01
1.540000000000000000e+05 2.209125892902601151e+01
1.560000000000000000e+05 2.218023818191198870e+01
1.580000000000000000e+05 2.161558365545129945e+01
1.600000000000000000e+05 2.108742036545453047e+01
1.620000000000000000e+05 2.065633413715850608e+01
1.640000000000000000e+05 2.058096506421895455e+01
1.660000000000000000e+05 2.048355350165872935e+01
1.680000000000000000e+05 2.027476491794531199e+01
1.700000000000000000e+05 2.021354198401233049e+01
1.720000000000000000e+05 2.036112074975313391e+01
1.740000000000000000e+05 2.063911019857043527e+01
1.760000000000000000e+05 2.057030158792153784e+01
1.780000000000000000e+05 2.076003161211515291e+01
1.800000000000000000e+05 2.103330741886263766e+01
1.820000000000000000e+05 2.130007512822620086e+01
1.840000000000000000e+05 2.156624280829047180e+01
1.860000000000000000e+05 2.183584966722615661e+01
1.880000000000000000e+05 2.208897528997471227e+01
1.900000000000000000e+05 2.197697389625487574e+01
1.920000000000000000e+05 2.184989029979997355e+01
1.940000000000000000e+05 2.170353659464224094e+01
1.960000000000000000e+05 2.183320619427868436e+01
1.980000000000000000e+05 2.201534330117373628e+01
2.000000000000000000e+05 2.159035475941643867e+01
2.020000000000000000e+05 2.133077593604010502e+01
2.040000000000000000e+05 2.155909612241832107e+01
2.060000000000000000e+05 2.180131865762925258e+01
2.080000000000000000e+05 2.203984959845579183e+01
2.100000000000000000e+05 2.220411525999820768e+01
2.120000000000000000e+05 2.242283104429524698e+01
2.140000000000000000e+05 2.265112795421131864e+01
2.160000000000000000e+05 2.277690556062718841e+01
2.180000000000000000e+05 2.244768523557006645e+01
2.200000000000000000e+05 2.200759438083016306e+01
2.220000000000000000e+05 2.173910345509830933e+01
2.240000000000000000e+05 2.137271112980379328e+01
2.260000000000000000e+05 2.112378671820530940e+01
2.280000000000000000e+05 2.086486785181705983e+01
2.300000000000000000e+05 2.074129270702944794e+01
2.320000000000000000e+05 2.068159441931741682e+01
2.340000000000000000e+05 2.042478867211902838e+01
2.360000000000000000e+05 2.037599288408690867e+01
2.380000000000000000e+05 2.029816026881341173e+01
2.400000000000000000e+05 2.023365861399356191e+01
2.420000000000000000e+05 2.021821488067793737e+01
2.440000000000000000e+05 2.041594846474503555e+01
2.460000000000000000e+05 2.061773018203858143e+01
2.480000000000000000e+05 2.081982553046612949e+01
2.500000000000000000e+05 2.101553046867866925e+01
2.520000000000000000e+05 2.106101538040400101e+01
2.540000000000000000e+05 2.099986850447552911e+01
2.560000000000000000e+05 2.112103735293670326e+01
2.580000000000000000e+05 2.131282650715230531e+01
2.600000000000000000e+05 2.150307930191348049e+01
2.620000000000000000e+05 2.168863435075285651e+01
2.640000000000000000e+05 2.186474313066670661e+01
2.660000000000000000e+05 2.203770179527208128e+01
2.680000000000000000e+05 2.218081954400606293e+01
2.700000000000000000e+05 2.211141937315445460e+01
2.720000000000000000e+05 2.204115736786629398e+01
2.740000000000000000e+05 2.187245193841982882e+01
2.760000000000000000e+05 2.155828913755508935e+01
2.780000000000000000e+05 2.126163806959851854e+01
2.800000000000000000e+05 2.109637890360415824e+01
2.820000000000000000e+05 2.113193643815554523e+01
2.840000000000000000e+05 2.130336726291539051e+01
2.860000000000000000e+05 2.147146412513728819e+01
2.880000000000000000e+05 2.164873736507652424e+01
2.900000000000000000e+05 2.164478860130257232e+01
2.920000000000000000e+05 2.157317433788437100e+01
2.940000000000000000e+05 2.151527630398832258e+01
2.960000000000000000e+05 2.143942084554359084e+01
2.980000000000000000e+05 2.138126019171632208e+01
3.000000000000000000e+05 2.134341691095245608e+01
3.020000000000000000e+05 2.150804111041651367e+01
3.040000000000000000e+05 2.166879452155256658e+01
