# x' fes
-3.000000000000000000e+00 9.000130641045127788e+01
-2.939393939393939448e+00 8.052006907715927753e+01
-2.878787878787878896e+00 7.174034549942091132e+01
-2.818181818181818343e+00 6.363103624091101551e+01
-2.757575757575757791e+00 5.616168904790980321e+01
-2.696969696969696795e+00 4.930249882923250482e+01
-2.636363636363636243e+00 4.302430763473591924e+01
-2.575757575757575690e+00 3.729860463226381029e+01
-2.515151515151515138e+00 3.209752608287742248e+01
-2.454545454545454586e+00 2.739385531419571151e+01
-2.393939393939394034e+00 2.316102269164725413e+01
-2.333333333333333037e+00 1.937310558740803046e+01
-2.272727272727272485e+00 1.600482834676734001e+01
-2.212121212121211933e+00 1.303156225162440052e+01
-2.151515151515151381e+00 1.042932548077381227e+01
-2.090909090909090828e+00 8.174783066581083446e+00
-2.030303030303030276e+00 6.245246847582903271e+00
-1.969696969696969724e+00 4.618675416463945638e+00
-1.909090909090909172e+00 3.273674062759646120e+00
-1.848484848484848397e+00 2.189494709506586645e+00
-1.787878787878787845e+00 1.346035842899855339e+00
-1.727272727272727293e+00 7.238424338092954713e-01
-1.666666666666666519e+00 3.041058497370272562e-01
-1.606060606060605966e+00 6.866375544390734831e-02
-1.545454545454545414e+00 0.000000000000000000e+00
-1.484848484848484862e+00 8.124448737430611800e-02
-1.424242424242424310e+00 2.961730268021085521e-01
-1.363636363636363535e+00 6.292071579489899591e-01
-1.303030303030302983e+00 1.065413944173222660e+00
-1.242424242424242431e+00 1.590505724739546878e+00
-1.181818181818181657e+00 2.190839813303995243e+00
-1.121212121212121104e+00 2.853418124837968861e+00
-1.060606060606060552e+00 3.565886705575680438e+00
-1.000000000000000000e+00 4.316535129308530117e+00
-9.393939393939394478e-01 5.094295706507836030e+00
-8.787878787878788955e-01 5.888742427409246361e+00
-8.181818181818183433e-01 6.690089521852476295e+00
-7.575757575757573470e-01 7.489189460464599435e+00
-6.969696969696967948e-01 8.277530133208943042e+00
-6.363636363636362425e-01 9.047230806474555465e+00
-5.757575757575756903e-01 9.791036254860339128e+00
-5.151515151515151381e-01 1.050230815338560930e+01
-4.545454545454545858e-01 1.117501234957518008e+01
-3.939393939393940336e-01 1.180369994400370182e+01
-3.333333333333330373e-01 1.238347910746405311e+01
-2.727272727272724850e-01 1.290997316951212781e+01
-2.121212121212119328e-01 1.337925870358337832e+01
-1.515151515151513806e-01 1.378777529880350272e+01
-9.090909090909082835e-02 1.413219720264098456e+01
-3.030303030303027612e-02 1.440925806021780886e+01
3.030303030303027612e-02 1.461552799301887262e+01
9.090909090909082835e-02 1.474716522029590315e+01
1.515151515151513806e-01 1.479971257661020800e+01
2.121212121212123769e-01 1.476808517526697528e+01
2.727272727272729291e-01 1.464696740315968349e+01
3.333333333333334814e-01 1.443180798938807641e+01
3.939393939393940336e-01 1.412034342933869091e+01
4.545454545454545858e-01 1.371412598622846168e+01
5.151515151515151381e-01 1.321926221353730035e+01
5.757575757575756903e-01 1.264590912349989082e+01
6.363636363636366866e-01 1.200684129526954536e+01
6.969696969696972388e-01 1.131586985784830013e+01
7.575757575757577911e-01 1.058672313459208247e+01
8.181818181818183433e-01 9.832540799963750189e+00
8.787878787878788955e-01 9.065823186301273040e+00
9.393939393939394478e-01 8.298610989990404363e+00
1.000000000000000000e+00 7.542732378364146228e+00
1.060606060606060552e+00 6.810033894407053978e+00
1.121212121212121104e+00 6.112565645115203949e+00
1.181818181818181657e+00 5.462718454682931934e+00
1.242424242424242209e+00 4.873320910813969675e+00
1.303030303030302761e+00 4.357706213877321488e+00
1.363636363636363313e+00 3.929757522745269682e+00
1.424242424242424754e+00 3.603938473948113952e+00
1.484848484848485306e+00 3.395313669577468829e+00
1.545454545454545858e+00 3.319562450815778831e+00
1.606060606060606410e+00 3.392988200932606446e+00
1.666666666666666963e+00 3.632524675976000594e+00
1.727272727272727515e+00 4.055740356290051807e+00
1.787878787878788067e+00 4.680841474986303652e+00
1.848484848484848619e+00 5.526674156644196145e+00
1.909090909090909172e+00 6.612725952854695777e+00
1.969696969696969724e+00 7.959126964885555822e+00
2.030303030303030276e+00 9.586650680452249773e+00
2.090909090909090828e+00 1.151671460991071783e+01
2.151515151515151381e+00 1.377138077966272434e+01
2.212121212121211933e+00 1.637335612229623294e+01
2.272727272727272485e+00 1.934599279078481615e+01
2.333333333333333925e+00 2.271328841586797864e+01
2.393939393939394478e+00 2.649988632017179668e+01
2.454545454545455030e+00 3.073107569882360224e+01
2.515151515151515582e+00 3.543279177368015098e+01
2.575757575757576134e+00 4.063161592644812004e+01
2.636363636363636687e+00 4.635477581467097252e+01
2.696969696969697239e+00 5.263014547362031692e+01
2.757575757575757791e+00 5.948624540644972569e+01
2.818181818181818343e+00 6.695224266446685135e+01
2.878787878787878896e+00 7.505795091900475313e+01
2.939393939393939448e+00 8.383383052608915875e+01
3.000000000000000000e+00 9.331098858487902703e+01
